所有频道,#genre#
厦门四套,http://cstvpull.live.wscdns.com/live/xiamen4.flv
厦门移动电视,http://cstv.live.wscdns.com/live/xiamenyidong/playlist.m3u8
厦门移动电视,http://cstvpull.live.wscdns.com/live/xiamenyidong.flv
泉州新闻综合,http://live.qztvxwgj.com/live/news.m3u8
泉州闽南语,http://live.qztvxwgj.com/live/mny.m3u8
漳州新闻综合,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8
龙岩新闻综合,http://stream.lytv.net.cn/2/sd/live.m3u8
龙岩公共,http://stream.lytv.net.cn/1/sd/live.m3u8
宁德新闻综合,http://220.161.247.82:8199/live/nd1_1128.m3u8
宁德新闻综合,http://220.161.247.82:8199/live/nd1_696.m3u8
宁德新闻综合,http://220.161.247.82:8199/live/nd1.m3u8
宁德公共,http://220.161.247.82:8199/live/nd2_1128.m3u8
宁德公共,http://220.161.247.82:8199/live/nd2_696.m3u8
宁德公共,http://220.161.247.82:8199/live/nd2.m3u8 
三明新闻综合,http://stream.smntv.cn/smtv1/sd/live.m3u8 
三明公共,http://stream.smntv.cn/smtv2/sd/live.m3u8 
上杭综合,http://fjsh.chinashadt.com:1935/live/fjds.stream/playlist.m3u8 
新罗电视一套,http://stream.lyxltv.com/xltv/sd/live.m3u8
新罗电视二套,http://stream.lyxltv.com/xinluotv/sd/live.m3u8
浦城电视一套,http://fjpc.chinashadt.com:2036/live/pcxw.stream/playlist.m3u8
浦城电视二套,http://fjpc.chinashadt.com:2036/live/pc2.stream/playlist.m3u8
宁化电视一套,http://fjnh.chinashadt.com:2036/live/stream:nh1.stream/playlist.m3u8
德化新闻综合,http://zb.dehua.tv:8134/hls-live/livepkgr/_definst_/wslhevent/hls_pindao_1_500.m3u8
晋江侨乡,http://stream.jinjiang.tv/1/sd/live.m3u8
石狮综合,http://218.5.112.180:88/live/dssl/playlist.m3u8 
甘肃经济,http://stream.gstv.com.cn/jjpd/sd/live.m3u8
甘肃都市,http://stream.gstv.com.cn/dspd/sd/live.m3u8
甘肃少儿,http://stream.gstv.com.cn/sepd/sd/live.m3u8
甘肃公共,http://stream.gstv.com.cn/ggpd/sd/live.m3u8
甘肃文化影视,http://stream.gstv.com.cn/whys/sd/live.m3u8
甘肃移动电视,http://stream.gstv.com.cn/ydds/sd/live.m3u8 
兰州铁路电视,http://pili-live-hls.livelztlj.sobeycache.com/livelztlj/zb1.m3u8
甘南综合,http://live.gnrtv.com:9600/live/live1/tzwj_video.m3u8
甘南藏语,http://live.gnrtv.com:9600/live/live2/tzwj_video.m3u8 
敦煌综合,http://live.todaydunhuang.com:1935/live/live100/500K/tzwj_video.m3u8 
天水新闻综合,http://61.178.129.74:5021/live_hls/1/playlist.m3u8
天水公共,http://61.178.129.74:5021/live_hls/3/playlist.m3u8
金昌综合,http://stream4.liveyun.hoge.cn/ch02/sd/live.m3u8
金昌公共,http://stream4.liveyun.hoge.cn/ch01/sd/live.m3u8 
肃北综合,http://124.152.39.138:8011/hls-live/livepkgr1/_definst_/liveevent/livestream.m3u8 
山丹综合,http://32553.hlsplay.aodianyun.com/guangdianyun_32553/tv_channel_180.m3u8 
深圳财经生活,http://www.szmgiptv.com:14436/hls/8.m3u8
深圳娱乐,http://www.szmgiptv.com:14436/hls/24.m3u8
深圳体育健康,http://www.szmgiptv.com:14436/hls/22.m3u8
深圳少儿,http://www.szmgiptv.com:14436/hls/10.m3u8
深圳公共,http://www.szmgiptv.com:14436/hls/21.m3u8
深圳DV生活,http://www.szmgiptv.com:14436/hls/23.m3u8
深圳国际,http://www.szmgiptv.com:14436/hls/9.m3u8
江门综合,http://218.17.99.211:82/hls/d4encs75.m3u8
江门综合,http://218.17.99.211:5080/hls/ttsw6ccn.m3u8 
惠州综合,http://www.szmgiptv.com:14437/hls/28.m3u8 
惠州公共,http://www.szmgiptv.com:14437/hls/29.m3u8 
河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8
清远综合,http://stream1.0763f.com/qyzh/sd/live.m3u8
清远公共,http://stream1.0763f.com/qygg/sd/live.m3u8 
潮州综合,http://live.zscz0768.com/live/zhpd.m3u8
潮州公共,http://live.zscz0768.com/live/ggpd.m3u8
茂名综合,http://183.2.230.133:800/hls-live/livepkgr/_definst_/mmzh/mmzh.m3u8
茂名公共,http://183.2.230.133:800/hls-live/livepkgr/_definst_/mmgg/mmgg.m3u8 
电白综合,http://gddb.chinashadt.com:1935/live/video1.stream/playlist.m3u8
电白综合,http://gddb.chinashadt.com:1935/live/video1.stream_360p/playlist.m3u8
电白视窗,http://gddb.chinashadt.com:1935/live/video2.stream/playlist.m3u8
电白视窗,http://gddb.chinashadt.com:1935/live/video2.stream_360p/playlist.m3u8 
开平综合,http://pili-live-hls.livekpdst.sobeycache.com/kpdst/gb1.m3u8
开平生活,http://pili-live-hls.livekpdst.sobeycache.com/kpdst/zb2.m3u8
清新综合,http://hls.qxtv0763.com/live/qxzh.m3u8
清新公共,http://hls.qxtv0763.com/live/qxgg.m3u8 
潮安综合,http://chaoan.chaoantv.com:8278/zongyi_1028/playlist.m3u8 
潮安综合,http://chaoan.chaoantv.com:8278/live/chaoanzongyi.m3u8
潮安综合,http://chaoan.chaoantv.com:8278/zongyi_728/playlist.m3u8 
潮安影视,http://chaoan.chaoantv.com:8278/live/chaoanyingshi.m3u8 
增城综合,http://202.168.164.38:8083/videos/live/19/27/QEQXMtU5AUpwo/QEQXMtU5AUpwo.M3U8 
河池新闻综合,http://222.218.142.198:81/hls/ch3.m3u8
河池教育,http://222.218.142.198:81/hls/jy3.m3u8
北海新闻综合,http://live.bhtv.cc/channel1/sd/live.m3u8
北海经济科教,http://live.bhtv.cc/channel2/sd/live.m3u8 
钦州综合,http://live.gxqztv.com/cspd1/sd/live.m3u8
防城港新闻综合,http://221.7.232.46:10190/live/myStream/playlist.m3u8 
家有购物,http://112.50.243.7/PLTV/88888888/224/3221225876/index.m3u8  
贵阳新闻综合,http://hls.qguiyang.com/GYBTV1/270cY4.m3u8 
贵阳经济生活,http://hls.qguiyang.com/GYBTV2/170cY4.m3u8 
贵阳法制,http://hls.qguiyang.com/GYBTV3/070cY4.m3u8 
贵阳都市,http://hls.qguiyang.com/GYBTV4/z60cY4.m3u8 
贵阳旅游生活,http://hls.qguiyang.com/GYBTV5/y60cY4.m3u8
铜仁新闻综合,http://gztr.chinashadt.com:2036/live/stream:tr1.stream/playlist.m3u8
铜仁新闻综合,http://media.trrtv.com:8083/videos/live/10/37/iY2ZjcOkrjAJN/iY2ZjcOkrjAJN.M3U8
铜仁城市生活,http://gztr.chinashadt.com:2036/live/stream:tr2.stream/playlist.m3u8
铜仁城市生活,http://media.trrtv.com:8083/videos/live/53/2/XSpPeSTEmkFgY/XSpPeSTEmkFgY.M3U8  
安顺新闻,http://hls.qguiyang.com/asds/k70b.m3u8 
安顺公共,http://hls.qguiyang.com/asgg/t70b.m3u8 
黔西南综合,http://live.qxndt.com/channel2/sd/live.m3u8
黔西南公共,http://live.qxndt.com/channel3/sd/live.m3u8 
海口新闻综合,http://hls.hkbtv.cn/hkbtv/0a2dnq6ZoKKknKmL4K2dmqqW7KGgn6uWoqk/playlist.m3u8
海口生活娱乐,http://hls.hkbtv.cn/hkbtv/0a2dnq6ZoKKknKiL4K2dmqqW7KGgn6uWoqc/playlist.m3u8
海口双创,http://hls.hkbtv.cn/hkbtv/0a2dnq6ZoKKknKeL4K2dmqqW7KGgn6uWoqU/playlist.m3u8
三亚新闻综合,http://hnsy.chinashadt.com:1935/live/syzb.stream/playlist.m3u8
儋州综合,http://36009.hlsplay.aodianyun.com/guangdianyun_36009/tv_channel_455.m3u8
河北都市,http://weblive.hebtv.com/live/hbds_bq/index.m3u8
河北都市,http://weblive.hebtv.com/live/hbds_lc/index.m3u8
河北经济,http://weblive.hebtv.com/live/hbjj_bq/index.m3u8
河北经济,http://weblive.hebtv.com/live/hbjj_lc/index.m3u8
河北经济,http://wuqiao.chinashadt.com:2035/live/di3.stream/playlist.m3u8
河北经济,http://hbfc.chinashadt.com:2036/live/6.stream/playlist.m3u8
河北影视,http://weblive.hebtv.com/live/hbys_bq/index.m3u8
河北影视,http://weblive.hebtv.com/live/hbys_lc/index.m3u8
河北影视,http://wuqiao.chinashadt.com:2035/live/di7.stream/playlist.m3u8 
河北少儿,http://weblive.hebtv.com/live/hbse_bq/index.m3u8
河北少儿,http://weblive.hebtv.com/live/hbse_lc/index.m3u8
河北公共,http://weblive.hebtv.com/live/hbgg_bq/index.m3u8
河北公共,http://weblive.hebtv.com/live/hbgg_lc/index.m3u8
河北购物,http://weblive.hebtv.com/live/sjgw_bq/index.m3u8
河北购物,http://weblive.hebtv.com/live/sjgw_lc/index.m3u8
河北农民,http://weblive.hebtv.com/live/nmpd_bq/index.m3u8  
衡水新闻综合,http://hls.hsrtv.cn/hls/hstv1.m3u8 
衡水影视娱乐,http://hls.hsrtv.cn/hls/hstv2.m3u8
衡水公共,http://hls.hsrtv.cn/hls/hstv3.m3u8
秦皇岛新闻,http://vod.qhdcm.com:1935/live/qhdtv1/800K/tzwj_video.m3u8
秦皇岛政法,http://vod.qhdcm.com:1935/live/qhdtv2/800K/tzwj_video.m3u8
秦皇岛影视,http://vod.qhdcm.com:1935/live/qhdtv3/800K/tzwj_video.m3u8
张家口一套,http://nlive.zjkgdcs.com:8091/live/xwzhpd.m3u8
张家口手机台,http://nlive.zjkgdcs.com:8091/live/zjksjt.m3u8 
辛集新闻,http://zsxj.chinashadt.com:1935/live/xjxw.stream_360p/playlist.m3u8
辛集生活,http://zsxj.chinashadt.com:1935/live/xjsh.stream_360p/playlist.m3u8 
涉县新闻综合,http://hbsx.chinashadt.com:2036/live/stream:sxzh.stream/playlist.m3u8
涉县文化娱乐,http://hbsx.chinashadt.com:2036/live/stream:sxyl.stream/playlist.m3u8
枣强综合,http://hbzq.chinashadt.com:1937/live/1007.stream_360p/playlist.m3u8 
馆陶综合,http://hbgt.chinashadt.com:1935/live/stream:gtzh.stream_720p/playlist.m3u8
馆陶美丽乡村,http://hbgt.chinashadt.com:1935/live/stream:mlxc.stream_720p/playlist.m3u8 
青县新闻,http://36476.hlsplay.aodianyun.com/guangdianyun_36476/tv_channel_384.m3u8
青县文艺,http://36476.hlsplay.aodianyun.com/guangdianyun_36476/tv_channel_385.m3u8
东光一套,http://hbdg.chinashadt.com:1936/live/stream:dgtv1.stream/playlist.m3u8
东光二套,http://hbdg.chinashadt.com:1936/live/stream:dgtv2.stream/playlist.m3u8
东光综艺,http://hbdg.chinashadt.com:1936/live/stream:dgzy.stream/playlist.m3u8 
阜城综合,http://hbfc.chinashadt.com:2036/live/2.stream/playlist.m3u8
沙河新闻综合,http://hbsh.chinashadt.com:2036/live/1.stream/playlist.m3u8
吴桥综合,http://wuqiao.chinashadt.com:2035/live/di5.stream/playlist.m3u8
吴桥生活,http://wuqiao.chinashadt.com:2035/live/di6.stream/playlist.m3u8
赞皇综合,http://hbzz.chinashadt.com:2036/zhibo/4.stream/playlist.m3u8 
黄骅一套,http://hbhh.chinashadt.com:2111/live/hhtv.stream/playlist.m3u8
黄骅二套,http://hbhh.chinashadt.com:2111/live/hhtv2.stream/playlist.m3u8
黄骅影视,http://hbhh.chinashadt.com:2111/live/hhys.stream/playlist.m3u8
黄骅互动,http://hbhh.chinashadt.com:2111/live/hdtv.stream/playlist.m3u8
黄骅渤海新区,http://hbhh.chinashadt.com:2111/live/bhtv.stream/playlist.m3u8
饶阳一套,http://hbry.chinashadt.com:1938/live/1005.stream_360p/playlist.m3u8
饶阳二套,http://hbry.chinashadt.com:1938/live/1006.stream_360p/playlist.m3u8
成安综合,http://hbca.chinashadt.com:1936/live/stream:cazh.stream_720p/playlist.m3u8
成安综艺,http://hbca.chinashadt.com:1936/live/stream:cakl.stream_720p/playlist.m3u8
临城新闻,http://hblc.chinashadt.com:1935/live/stream:lcxw.stream/playlist.m3u8
临城生活,http://hblc.chinashadt.com:1935/live/stream:lcsh.stream/playlist.m3u8
迁安新闻综合,http://app.qatv.cn:1936/live/stream:xwzh.stream_720p/playlist.m3u8
迁安生活影视,http://app.qatv.cn:1937/live/stream:shfw.stream_720p/playlist.m3u8
迁安快乐3,http://app.qatv.cn:1936/live/stream:kl3pd.stream_720p/playlist.m3u8
永年综合,http://hbyn.chinashadt.com:1936/live/stream:ynzh.stream_360p/playlist.m3u8
永年民生,http://hbyn.chinashadt.com:1936/live/stream:ynms.stream_360p/playlist.m3u8
永年健康,http://hbyn.chinashadt.com:1936/live/stream:ynjk.stream_360p/playlist.m3u8
隆化综合,http://hblh.chinashadt.com:2036/live/stream:lh1.stream/playlist.m3u8
隆化影视,http://hblh.chinashadt.com:2036/live/stream:lh2.stream/playlist.m3u8
沧县电视综合,http://hebcx.chinashadt.com:2036/live/10001.stream/playlist.m3u8
沧县电视二套,http://hebcx.chinashadt.com:2036/live/10002.stream/playlist.m3u8
磁县综合,http://hbcx.chinashadt.com:1937/live/stream:hdxw.stream/playlist.m3u8
磁县生活娱乐,http://hbcx.chinashadt.com:1937/live/stream:cctv13.stream/playlist.m3u8 
霸州新闻,http://hbbz.chinashadt.com:2036/live/stream:bzxw.stream/playlist.m3u8
霸州文化,http://hbbz.chinashadt.com:2036/live/stream:bzwh.stream/playlist.m3u8
霸州公共,http://hbbz.chinashadt.com:2036/live/stream:bzgg.stream/playlist.m3u8
霸州少儿,http://hbbz.chinashadt.com:2036/live/stream:bzse.stream/playlist.m3u8
滦县综合,http://hblxx.chinashadt.com:2036/live/stream:lx1.stream/playlist.m3u8
滦县综艺,http://hblxx.chinashadt.com:2036/live/stream:lx2.stream/playlist.m3u8
内丘综合,http://hbnq.chinashadt.com:2036/live/1002.stream/playlist.m3u8
平乡综合,http://hbpx.chinashadt.com:2036/live/px1.stream/playlist.m3u8
高碑店一套,http://34540.hlsplay.aodianyun.com/guangdianyun_34540/tv_channel_206.m3u8
高碑店二套,http://34540.hlsplay.aodianyun.com/guangdianyun_34540/tv_channel_284.m3u8
鹿泉一套,http://hblq.chinashadt.com:2036/live/stream:luquan1.stream/playlist.m3u8
鹿泉二套,http://hblq.chinashadt.com:2036/live/stream:luquan2.stream/playlist.m3u8
赵县电视一套,http://hbzx.chinashadt.com:2036/zhibo/stream:zx1.stream/playlist.m3u8
赵县电视一套,http://hbzx.chinashadt.com:2036/zhibo/stream:zx1.stream_360p/playlist.m3u8
赵县电视二套,http://hbzx.chinashadt.com:2036/zhibo/stream:zx2.stream/playlist.m3u8
赵县电视二套,http://hbzx.chinashadt.com:2036/zhibo/stream:zx2.stream_360p/playlist.m3u8 
晋州新闻,http://zhjz.chinashadt.com:2036/live/1.stream/playlist.m3u8
深州综合,http://hbsz.chinashadt.com:2036/live/stream:sztv.stream/playlist.m3u8
深州综合,http://hbsz.chinashadt.com:2036/live/stream:sztv.stream_360p/playlist.m3u8
深州影视,http://hbsz.chinashadt.com:2036/live/stream:szys.stream/playlist.m3u8
深州影视,http://hbsz.chinashadt.com:2036/live/stream:szys.stream_360p/playlist.m3u8 
景县电视一套,http://hbjx.chinashadt.com:1935/live/stream:jx1.stream_360p/playlist.m3u8
景县电视二套,http://hbjx.chinashadt.com:1935/live/stream:jx2.stream_360p/playlist.m3u8
临漳公共,http://hblz.chinashadt.com:1538/live/di3.stream/playlist.m3u8
临漳百姓,http://hblz.chinashadt.com:1538/live/di4.stream/playlist.m3u8
河南都市,http://123.163.119.21:9601/live/live2/500K/tzwj_video.m3u8 
河南民生,http://117.158.206.60:9080/live/live29_tzwj_500k.m3u8
河南民生,http://123.163.119.21:9601/live/live3/500K/tzwj_video.m3u8 
河南法治,http://123.163.119.21:9601/live/live4/500K/tzwj_video.m3u8 
河南电视剧,http://123.163.119.21:9601/live/live5/500K/tzwj_video.m3u8 
河南新闻,http://123.163.119.21:9601/live/live6/500K/tzwj_video.m3u8 
河南欢腾购物,http://123.163.119.21:9601/live/live7/500K/tzwj_video.m3u8
河南公共,http://123.163.119.21:9601/live/live8/500K/tzwj_video.m3u8 
河南新农村,http://123.163.119.21:9601/live/live9/500K/tzwj_video.m3u8
河南国际,http://123.163.119.21:9601/live/live10/500K/tzwj_video.m3u8
河南睛彩中原,http://117.158.206.60:9080/live/live30_tzwj_500k.m3u8
河南睛彩中原,http://123.163.119.21:9601/live/live11/500K/tzwj_video.m3u8
武术世界,http://117.158.206.60:9080/live/wssj.m3u8
武术世界,http://123.163.119.21:9601/live/live13/500K/tzwj_video.m3u8
梨园,http://117.158.206.60:9080/live/lypd.m3u8
梨园,http://123.163.119.21:9601/live/live14/500K/tzwj_video.m3u8
梨园,http://hnnz.chinashadt.com:1935/live/1004.stream/playlist.m3u8
文物宝库,http://123.163.119.21:9601/live/live15/500K/tzwj_video.m3u8
河南人文地理,http://117.158.206.60:9080/live/renwendili.m3u8
河南移动戏曲,http://123.163.119.21:9601/live/live12/500K/tzwj_video.m3u8
河南移动戏曲宝,http://117.158.206.60:9080/live/xqb.m3u8 
郑州影视戏曲,http://218.29.90.216:280/live/s4/index.m3u8 
郑州地铁1,http://218.29.90.216:280/live/s1/index.m3u8
郑州地铁2,http://218.29.90.216:280/live/s2/index.m3u8
郑州教育,http://218.28.177.199:1935/live/mp4:500k/playlist.m3u8 
安阳新闻综合,http://hntvpull.8686c.com/wxtv/AY-1/playlist.m3u8 
南阳新闻,http://30539.hlsplay.aodianyun.com/lms_30539/tv_channel_142.m3u8 
南阳新闻,http://hnnz.chinashadt.com:1935/live/1003.stream/playlist.m3u8
南阳公共,http://30539.hlsplay.aodianyun.com/lms_30539/tv_channel_295.m3u8
南阳科教,http://30539.hlsplay.aodianyun.com/lms_30539/tv_channel_296.m3u8
南阳图文信息,http://30539.hlsplay.aodianyun.com/lms_30539/tv_channel_300.m3u8
洛阳综合,http://live1.lytv.com.cn:1935/live/LYTV1-2/playlist.m3u8
洛阳综合,http://live1.lytv.com.cn:1935/live/LYTV1-1/playlist.m3u8 
洛阳科教,http://live2.lytv.com.cn:1935/live/LYTV2-2/playlist.m3u8
洛阳科教,http://live2.lytv.com.cn:1935/live/LYTV2-1/playlist.m3u8
洛阳公共,http://live2.lytv.com.cn:1935/live/LYTV3-2/playlist.m3u8
洛阳公共,http://live2.lytv.com.cn:1935/live/LYTV3-1/playlist.m3u8 
焦作综合,http://222.143.133.157:90/hls/pd1.m3u8 
焦作公共,http://222.143.133.157:90/hls/pd2.m3u8
焦作教育,http://222.143.133.157:90/hls/pd3.m3u8
睛彩焦作,http://222.143.133.157:90/hls/pd4.m3u8
濮阳新闻综合,http://218.29.171.2:380/live/py1/index.m3u8 
濮阳公共,http://218.29.171.2:380/live/py2/index.m3u8
濮阳睛彩电影,http://218.29.171.2:380/live/py3/index.m3u8 
开封新闻综合,http://117.158.206.60:9080/kaifeng/kftv1.m3u8
开封生活图文,http://117.158.206.60:9080/kaifeng/kftv2.m3u8
开封公共,http://117.158.206.60:9080/kaifeng/kftv3.m3u8
睛彩开封,http://117.158.206.60:9080/kaifeng/kftv4.m3u8
周口新闻综合,http://1.197.88.197:1935/live1/mp4:ch1-500k/playlist.m3u8 
周口经济生活,http://tv.zkxww.com:1935/live2/mp4:ch2-500k/playlist.m3u8 
周口科教文化,http://tv.zkxww.com:1935/live3/mp4:ch3-500k/playlist.m3u8 
周口图文信息,http://tv.zkxww.com:1935/live4/mp4:ch4-500k/playlist.m3u8 
鹤壁综合,http://pili-live-hls.hebitv.com/hebi/hebi.m3u8 
新乡新闻综合,http://210.14.139.210/13Xzen5/1000/live.m3u8 
平顶山教育,http://219.150.204.176:81/hls/live1.m3u8
叶县一套,http://hnyx.chinashadt.com:1935/live/yexian1001.stream/playlist.m3u8
叶县二套,http://hnyx.chinashadt.com:1935/live/1002.stream/playlist.m3u8
叶县三套,http://hnyx.chinashadt.com:1935/live/1003.stream/playlist.m3u8
虞城综合,http://hnyc.chinashadt.com:1936/live/stream:yczh.stream/playlist.m3u8
虞城综艺,http://hnyc.chinashadt.com:1936/live/stream:yczy.stream/playlist.m3u8
南召一套,http://hnnz.chinashadt.com:1935/live/1002.stream/playlist.m3u8
郸城新闻综合,http://hndc.chinashadt.com:2036/live/stream:dctv-1.stream/playlist.m3u8
郸城经济生活,http://hndc.chinashadt.com:2036/live/stream:dctv-2.stream/playlist.m3u8
郸城有线,http://hndc.chinashadt.com:2036/live/stream:xcgs.stream/playlist.m3u8 
太康综合,http://hntk.chinashadt.com:2036/live/stream:zonghe.stream/playlist.m3u8
太康新农村,http://hntk.chinashadt.com:2036/live/stream:xnc.stream/playlist.m3u8 
民权新闻综合,http://hnmq.chinashadt.com:2037/live/stream:mqxw.stream/playlist.m3u8
民权商务信息,http://hnmq.chinashadt.com:2037/live/stream:mqsw.stream/playlist.m3u8 
渑池新闻综合,http://hnmc.chinashadt.com:3036/live/1002.stream/playlist.m3u8 
沁阳新闻综合,http://live.qinyangtv.com/channel1/sd/live.m3u8
沁阳文化旅游,http://live.qinyangtv.com/channel2/sd/live.m3u8 
清丰综合,http://hnqf.chinashadt.com:2036/live/5.stream/playlist.m3u8
清丰有线,http://hnqf.chinashadt.com:2036/live/2.stream/playlist.m3u8
清丰党建,http://hnqf.chinashadt.com:2036/live/4.stream/playlist.m3u8
辉县新闻综合,http://hnhx.chinashadt.com:2036/live/1.stream/playlist.m3u8
辉县生活教育,http://hnhx.chinashadt.com:2036/live/2.stream/playlist.m3u8
辉县党建三农,http://hnhx.chinashadt.com:2036/live/3.stream/playlist.m3u8
辉县健康旅游,http://hnhx.chinashadt.com:2036/live/4.stream/playlist.m3u8
息县综合,http://henanxx.chinashadt.com:2036/live/xxyt.stream/playlist.m3u8 
浚县一套,http://zhxx.chinashadt.com:2036/zhibo/1.stream/playlist.m3u8
浚县二套,http://zhxx.chinashadt.com:2036/zhibo/2.stream/playlist.m3u8 
郏县综合,http://36526.hlsplay.aodianyun.com/guangdianyun_36526/tv_channel_411.m3u8
郏县教育,http://36526.hlsplay.aodianyun.com/guangdianyun_36526/tv_channel_412.m3u8 
中牟综合,http://218.206.193.210:9850/playServer/acquirePlayService?type=live&resourceId=1000000000000001&protocol=hls0&drmType=none&deviceGroup=TV(STB)&op=sovp&playType=catchup&redirect=m3u8&nsukey=&kdsplayer=media 
伊春综合,http://ms3.yichuntv.com/dd6b4a0b336b4aa8a8ef822b97938029/h264_800k_ts/index.m3u8?type=flv2hls_m3u8
伊春综合,http://ms3.yichuntv.com/live/dd6b4a0b336b4aa8a8ef822b97938029?fmt=h264_800k_flv 
尚志新闻综合,http://hls.mlink.tv/mlink/cv27GLMZ.m3u8 
湖北综合,http://live.cjyun.org/video/s10008-zh2018/index.m3u8 
湖北公共新闻,http://live.cjyun.org/video/s10008-ggxw2018/index.m3u8
湖北影视,http://live.cjyun.org/video/s10008-hbys2018/index.m3u8  
湖北经视,http://live.cjyun.org/video/s10008-hbjs2018/index.m3u8 
湖北生活,http://live.cjyun.org/video/s10008-ty2018/index.m3u8
湖北教育,http://live.cjyun.org/video/s10008-jy2018/index.m3u8
湖北垄上,http://live.cjyun.org/video/s10008-ls2018s/index.m3u8  
湖北休闲指南,http://live.cjyun.org/video/s10008-klcz2018/index.m3u8
美嘉购物,http://live.cjyun.org/video/s10008-mj012018/index.m3u8 
武汉新闻综合,http://live.appwuhan.com/1tzb/sd/live.m3u8
武汉电视剧,http://live.appwuhan.com/2tzb/sd/live.m3u8
武汉科教生活,http://live.appwuhan.com/3tzb/sd/live.m3u8
武汉经济,http://live.appwuhan.com/4tzb/sd/live.m3u8
武汉文体,http://live.appwuhan.com/5tzb/sd/live.m3u8
武汉海外,http://live.appwuhan.com/6tzb/sd/live.m3u8
武汉少儿,http://live.appwuhan.com/7tzb/sd/live.m3u8
睛彩武汉,http://live.appwuhan.com/8tzb/sd/live.m3u8
武汉教育,http://live.appwuhan.com/jyzb/sd/live.m3u8
荆州新闻,http://33058.hlsplay.aodianyun.com/guangdianyun_33058/tv_channel_216.m3u8 
襄阳综合,http://xiangyang.live.cjyun.org/video/s10125-news_hd/index.m3u8
襄阳经济生活,http://xiangyang.live.cjyun.org/video/s10125-society_hd/index.m3u8
襄阳公共,http://xiangyang.live.cjyun.org/video/s10125-education_hd/index.m3u8
恩施综合,http://enshi.live.cjyun.org/video/s10070-eszh.m3u8
恩施公共,http://enshi.live.cjyun.org/video/s10070-esgg.m3u8 
随州综合,http://34766.hlsplay.aodianyun.com/guangdianyun_34766/tv_channel_304.m3u8 
随州农村,http://34766.hlsplay.aodianyun.com/guangdianyun_34766/tv_channel_305.m3u8 
孝感新闻综合,http://xiaogan.live.cjyun.org/video/s10139-xg/index.m3u8
孝感公共,http://xiaogan.live.cjyun.org/video/s10139-shpd/index.m3u8
黄冈新闻,http://huanggang.live.cjyun.org/video/s10120-xwzh.m3u8
黄冈公共,http://huanggang.live.cjyun.org/video/s10120-xwgg.m3u8
仙桃新闻综合,http://36979.hlsplay.aodianyun.com/guangdianyun_36979/tv_channel_509.m3u8
仙桃新闻综合,http://221.233.242.239:280/live/71/playlist.m3u8
仙桃生活文体,http://36979.hlsplay.aodianyun.com/guangdianyun_36979/tv_channel_510.m3u8
仙桃生活文体,http://221.233.242.239:280/live/72/playlist.m3u8
鄂州新闻综合,http://ezhou.live.cjyun.org/video/s10098-EZ2T/index.m3u8
鄂州公共,http://ezhou.live.cjyun.org/video/s10098-EZ1T/index.m3u8
咸宁综合,http://xianning.live.cjyun.org/video/s10140-XNTV-1/index.m3u8
利川新闻综合,http://lichuan.live.tempsource.cjyun.org/videotmp/s10093-lczh.m3u8
利川公共,http://lichuan.live.tempsource.cjyun.org/videotmp/s10093-lcgg.m3u8 
孝昌新闻党建,http://xiaochang.live.cjyun.org/video/s10128-xcxw/index.m3u8
孝昌生活,http://xiaochang.live.cjyun.org/video/s10128-xcsh/index.m3u8
罗田综合,http://luotian.live.cjyun.org/video/s10013-LTZH/index.m3u8
罗田旅游,http://luotian.live.cjyun.org/video/s10013-LTLY/index.m3u8
来凤综合,http://laifeng.live.cjyun.org/video/s10099-lfzh/index.m3u8
红安综合,http://hongan.live.cjyun.org/video/s10063-HAZH.m3u8
武穴综合,http://wuxue.live.cjyun.org/video/s10107-wxtv1/index.m3u8
大悟综合,http://yunshangdawu.live.tempsource.cjyun.org/videotmp/s10129-dwzhpd.m3u8 
应城新闻综合,http://yingcheng.live.cjyun.org/video/s10135-YCZH/index.m3u8
应城生活,http://yingcheng.live.cjyun.org/video/s10135-YCDJ/index.m3u8
秭归新闻综合,http://zigui.live.cjyun.org/video/s10111-ZGTV1.m3u8
蕲春综合,http://qichun.live.cjyun.org/video/s10126-TC1T/index.m3u8
蕲春旅游养生,http://qichun.live.cjyun.org/video/s10126-TC2T/index.m3u8
大冶一套,http://dayeyun.live.tempsource.cjyun.org/videotmp/s10102-TC1T.m3u8
大冶二套,http://dayeyun.live.tempsource.cjyun.org/videotmp/s10102-TC2T.m3u8
嘉鱼新闻综合,http://jiayu.live.tempsource.cjyun.org/videotmp/s10131-jyzh.m3u8
鹤峰综合,http://hefeng.live.tempsource.cjyun.org/videotmp/s10100-hftv.m3u8
夷陵综合,http://yiling.live.cjyun.org/video/s10174-TC1T/index.m3u8 
洪湖新闻,http://hhab.chinashadt.com:2136/live/di6.stream/playlist.m3u8
洪湖生活,http://hhab.chinashadt.com:2136/live/di7.stream/playlist.m3u8
广水新闻,http://guangshui.live.tempsource.cjyun.org/videotmp/s10146-GSXW.m3u8
云梦综合,http://yunshangyunmeng.live.cjyun.org/video/s10130-ymzh.m3u8
云梦党建农业,http://yunshangyunmeng.live.cjyun.org/video/s10130-ymdjny.m3u8  
